energy_capacity_rated,power_output_rated,state_of_charge_minimum,state_of_charge_maximum,efficiency,rest,opex_yearly,capex
2000,1000,0.1,0.9,0.9219544457292888,3,3505790,1066093410
4000,1000,0.1,0.9,0.9219544457292888,1,5705240,1882089360
6000,1000,0.1,0.9,0.9219544457292888,0,7864700,2708349410
8000,1000,0.1,0.9,0.9219544457292888,0,10024160,3531610210
10000,1000,0.1,0.9,0.9219544457292888,0,1359660,4355030970
20000,10000,0.1,0.9,0.9219544457292888,3,31192200,9304206700
24000,1000,0.1,0.9,0.9219544457292888,0,26953260,10080159330
40000,10000,0.1,0.9,0.9219544457292888,1,52120300,16601981800
60000,10000,0.1,0.9,0.9219544457292888,0,72648500,24038922100
80000,10000,0.1,0.9,0.9219544457292888,0,93176700,31366423100
100000,1000,0.1,0.9,0.9219544457292888,0,105160370,40731001370
100000,10000,0.1,0.9,0.9219544457292888,0,113571600,38730981500
200000,100000,0.1,0.9,0.9219544457292888,3,286595000,87867361000
240000,10000,0.1,0.9,0.9219544457292888,0,255402800,90270093500
400000,100000,0.1,0.9,0.9219544457292888,1,485212000,153976163000
600000,100000,0.1,0.9,0.9219544457292888,0,681163000,222207101000
800000,100000,0.1,0.9,0.9219544457292888,0,875781000,290336731000
1000000,10000,0.1,0.9,0.9219544457292888,0,999350100,364481523500
1000000,100000,0.1,0.9,0.9219544457292888,0,1070398999,358788947000
